,From,To,Capacity,Length,FreeFlowTime,B,Power,SpeedLimit,CriticalSpeed,Lanes
3030,1658,1654,400.0,0.24,0.36,0.667,4.0,40,24.0,1
3031,1659,1636,400.0,0.11,0.165,0.667,4.0,40,24.0,1
3032,1659,1657,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3033,1659,1658,400.0,0.24,0.36,0.667,4.0,40,24.0,1
3034,1659,258,1800.0,0.11,0.275,0.0,4.0,24,24.0,5
3035,1660,2746,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3036,1660,2775,800.0,0.15,0.164,0.282,4.0,55,42.9,2
3037,1660,3622,800.0,0.08,0.087,0.282,4.0,55,42.9,2
3038,1660,261,1800.0,0.1,0.25,0.0,4.0,24,24.0,5
3039,1661,2776,1000.0,0.07,0.065,0.282,4.0,65,50.7,2
3040,1661,4645,800.0,0.04,0.048,0.282,4.0,50,39.0,2
3041,1661,4646,1000.0,0.07,0.065,0.282,4.0,65,50.7,2
3042,1662,2213,400.0,0.23,0.345,0.667,4.0,40,24.0,1
3043,1662,4646,1000.0,0.14,0.129,0.282,4.0,65,50.7,2
3044,1662,1636,1000.0,0.26,0.24,0.282,4.0,65,50.7,2
3045,1663,3930,800.0,0.06,0.08,0.282,4.0,45,35.1,2
3046,1663,3931,1100.0,0.08,0.096,0.282,4.0,50,39.0,2
3047,1663,3932,900.0,0.07,0.076,0.282,4.0,55,42.9,2
3048,1663,3933,1000.0,0.07,0.076,0.282,4.0,55,42.9,2
3049,1664,1666,900.0,0.41,0.41,0.282,4.0,60,46.8,2
3050,1664,4043,900.0,0.26,0.284,0.282,4.0,55,42.9,2
3051,1664,264,1800.0,0.16,0.4,0.0,4.0,24,24.0,5
3052,1665,2774,400.0,0.18,0.27,0.667,4.0,40,24.0,1
3053,1665,3247,800.0,0.23,0.251,0.282,4.0,55,42.9,2
3054,1665,3383,800.0,0.27,0.295,0.282,4.0,55,42.9,2
3055,1666,1667,400.0,0.17,0.255,0.667,4.0,40,24.0,1
3056,1666,2036,900.0,0.23,0.23,0.282,4.0,60,46.8,2
3057,1666,2743,400.0,0.56,1.12,0.667,4.0,30,18.0,1
3058,1666,1664,900.0,0.41,0.41,0.282,4.0,60,46.8,2
3059,1667,2211,400.0,0.27,0.405,0.667,4.0,40,24.0,1
3060,1667,2493,400.0,0.24,0.36,0.667,4.0,40,24.0,1
3061,1667,1666,400.0,0.17,0.255,0.667,4.0,40,24.0,1
3062,1668,2036,900.0,0.12,0.12,0.282,4.0,60,46.8,2
3063,1668,2221,900.0,0.47,0.47,0.282,4.0,60,46.8,2
3064,1668,2744,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3065,1669,1670,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3066,1669,2212,400.0,0.42,0.63,0.667,4.0,40,24.0,1
3067,1669,2744,400.0,0.4,0.6,0.667,4.0,40,24.0,1
3068,1669,249,1800.0,0.23,0.575,0.0,4.0,24,24.0,5
3069,1670,1672,400.0,0.31,0.465,0.667,4.0,40,24.0,1
3070,1670,2215,400.0,0.41,0.615,0.667,4.0,40,24.0,1
3071,1670,2745,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3072,1670,1669,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3073,1671,1672,400.0,0.4,0.6,0.667,4.0,40,24.0,1
3074,1671,2221,900.0,0.31,0.31,0.282,4.0,60,46.8,2
3075,1671,4740,900.0,0.09,0.098,0.282,4.0,55,42.9,2
3076,1672,1675,400.0,0.23,0.345,0.667,4.0,40,24.0,1
3077,1672,1670,400.0,0.31,0.465,0.667,4.0,40,24.0,1
3078,1672,1671,400.0,0.4,0.533,0.667,4.0,45,27.0,1
3079,1673,1674,900.0,0.43,0.469,0.282,4.0,55,42.9,2
3080,1673,1676,900.0,0.16,0.192,0.282,4.0,50,39.0,2
3081,1673,3945,900.0,0.06,0.06,0.282,4.0,60,46.8,2
3082,1673,3946,900.0,0.06,0.065,0.282,4.0,55,42.9,2
3083,1674,1821,900.0,0.49,0.49,0.282,4.0,60,46.8,2
3084,1674,1644,400.0,0.3,0.45,0.667,4.0,40,24.0,1
3085,1674,1673,900.0,0.43,0.469,0.282,4.0,55,42.9,2
3086,1675,1679,400.0,0.14,0.187,0.667,4.0,45,27.0,1
3087,1675,3463,400.0,0.32,0.48,0.667,4.0,40,24.0,1
3088,1675,1672,400.0,0.23,0.345,0.667,4.0,40,24.0,1
3089,1675,247,1800.0,0.2,0.5,0.0,4.0,24,24.0,5
3090,1676,3463,900.0,0.23,0.251,0.282,4.0,55,42.9,2
3091,1676,1673,900.0,0.16,0.192,0.282,4.0,50,39.0,2
3092,1677,1678,400.0,0.11,0.165,0.667,4.0,40,24.0,1
3093,1677,2218,400.0,0.26,0.39,0.667,4.0,40,24.0,1
3094,1677,2745,400.0,0.14,0.21,0.667,4.0,40,24.0,1
3095,1678,1679,400.0,0.11,0.165,0.667,4.0,40,24.0,1
3096,1678,1634,400.0,0.35,0.525,0.667,4.0,40,24.0,1
3097,1678,1677,400.0,0.11,0.165,0.667,4.0,40,24.0,1
3098,1679,1639,400.0,0.37,0.555,0.667,4.0,40,24.0,1
3099,1679,1675,400.0,0.14,0.187,0.667,4.0,45,27.0,1
3100,1679,1678,400.0,0.11,0.165,0.667,4.0,40,24.0,1
3101,1679,252,1800.0,0.17,0.425,0.0,4.0,24,24.0,5
3102,1680,2632,700.0,0.21,0.252,0.667,4.0,50,30.0,2
3103,1680,4678,700.0,0.1,0.133,0.667,4.0,45,27.0,2
3104,1680,4682,600.0,0.31,0.413,0.667,4.0,45,27.0,1
3105,1681,1682,700.0,0.07,0.093,0.667,4.0,45,27.0,1
3106,1681,4677,700.0,0.06,0.065,0.667,4.0,55,33.0,2
3107,1681,4679,700.0,0.06,0.08,0.667,4.0,45,27.0,1
3108,1682,1687,700.0,0.19,0.253,0.667,4.0,45,27.0,1
3109,1682,4680,400.0,0.09,0.135,0.667,4.0,40,24.0,1
3110,1682,1681,700.0,0.07,0.093,0.667,4.0,45,27.0,1
3111,1683,3789,400.0,0.05,0.075,0.667,4.0,40,24.0,1
3112,1683,4590,900.0,0.37,0.37,0.282,4.0,60,46.8,3
3113,1683,4689,900.0,0.57,0.57,0.282,4.0,60,46.8,3
3114,1684,2321,600.0,0.25,0.375,0.667,4.0,40,24.0,1
3115,1684,2322,400.0,0.09,0.135,0.667,4.0,40,24.0,1
3116,1684,4687,600.0,0.07,0.105,0.667,4.0,40,24.0,1
3117,1685,1689,600.0,0.12,0.18,0.667,4.0,40,24.0,1
3118,1685,2321,600.0,0.08,0.12,0.667,4.0,40,24.0,1
3119,1685,2335,200.0,0.19,0.285,0.667,4.0,40,24.0,1
3120,1686,1688,400.0,0.18,0.27,0.667,4.0,40,24.0,1
3121,1686,2323,400.0,0.17,0.255,0.667,4.0,40,24.0,1
3122,1686,4680,400.0,0.26,0.39,0.667,4.0,40,24.0,1
3123,1687,1688,400.0,0.3,0.45,0.667,4.0,40,24.0,1
3124,1687,4682,700.0,0.13,0.173,0.667,4.0,45,27.0,1
3125,1687,1682,700.0,0.19,0.253,0.667,4.0,45,27.0,1
3126,1688,1691,400.0,0.07,0.105,0.667,4.0,40,24.0,1
3127,1688,1686,400.0,0.18,0.27,0.667,4.0,40,24.0,1
3128,1688,1687,400.0,0.3,0.45,0.667,4.0,40,24.0,1
3129,1688,477,1800.0,0.15,0.375,0.0,4.0,24,24.0,5
3130,1689,3248,600.0,0.14,0.168,0.667,4.0,50,30.0,1
3131,1689,4683,600.0,0.1,0.12,0.667,4.0,50,30.0,1
3132,1689,1685,600.0,0.12,0.18,0.667,4.0,40,24.0,1
3133,1690,1691,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3134,1690,2628,600.0,0.07,0.084,0.667,4.0,50,30.0,1
3135,1690,4681,600.0,0.11,0.132,0.667,4.0,50,30.0,1
3136,1691,2335,400.0,0.22,0.33,0.667,4.0,40,24.0,1
3137,1691,1688,400.0,0.07,0.105,0.667,4.0,40,24.0,1
3138,1691,1690,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3139,1692,2345,600.0,0.35,0.42,0.667,4.0,50,30.0,1
3140,1692,2627,600.0,0.12,0.16,0.667,4.0,45,27.0,1
3141,1692,4684,600.0,0.08,0.137,0.667,4.0,35,21.0,1
3142,1693,2627,600.0,0.12,0.16,0.667,4.0,45,27.0,1
3143,1693,4685,400.0,0.04,0.053,0.667,4.0,45,27.0,1
3144,1693,4686,600.0,0.13,0.195,0.667,4.0,40,24.0,1
3145,1694,1695,400.0,0.17,0.291,0.667,4.0,35,21.0,1
3146,1694,1704,1000.0,0.05,0.055,0.282,4.0,55,42.9,2
3147,1694,4591,1000.0,0.15,0.164,0.282,4.0,55,42.9,2
3148,1695,2071,400.0,0.29,0.435,0.667,4.0,40,24.0,1
3149,1695,2327,400.0,0.18,0.309,0.667,4.0,35,21.0,1
3150,1695,1694,400.0,0.17,0.291,0.667,4.0,35,21.0,1
3151,1696,1697,400.0,0.11,0.189,0.667,4.0,35,21.0,1
3152,1696,1698,400.0,0.18,0.309,0.667,4.0,35,21.0,1
3153,1696,2327,400.0,0.18,0.309,0.667,4.0,35,21.0,1
3154,1696,484,1800.0,0.06,0.15,0.0,4.0,24,24.0,5
3155,1697,2328,400.0,0.14,0.24,0.667,4.0,35,21.0,1
3156,1697,4657,400.0,0.14,0.24,0.667,4.0,35,21.0,1
3157,1697,1696,400.0,0.11,0.189,0.667,4.0,35,21.0,1
3158,1697,485,1800.0,0.08,0.2,0.0,4.0,24,24.0,5
3159,1698,1701,200.0,0.17,0.408,0.667,4.0,25,15.0,1
3160,1698,2626,1050.0,0.05,0.06,0.282,4.0,50,39.0,2
3161,1698,4655,1000.0,0.05,0.06,0.282,4.0,50,39.0,2
3162,1698,1696,400.0,0.18,0.309,0.667,4.0,35,21.0,1
3163,1699,3782,600.0,0.05,0.075,0.667,4.0,40,24.0,1
3164,1699,4655,1000.0,0.05,0.06,0.282,4.0,50,39.0,2
3165,1699,4656,1000.0,0.08,0.096,0.282,4.0,50,39.0,2
3166,1699,4657,400.0,0.03,0.051,0.667,4.0,35,21.0,1
3167,1700,1709,600.0,0.08,0.12,0.667,4.0,40,24.0,1
3168,1700,3784,600.0,0.05,0.075,0.667,4.0,40,24.0,1
3169,1700,4658,600.0,0.03,0.045,0.667,4.0,40,24.0,1
3170,1701,1703,600.0,0.11,0.165,0.667,4.0,40,24.0,1
3171,1701,4658,600.0,0.07,0.105,0.667,4.0,40,24.0,1
3172,1701,1698,200.0,0.17,0.408,0.667,4.0,25,15.0,1
3173,1702,1703,500.0,0.17,0.291,0.667,4.0,35,21.0,1
3174,1702,2625,1000.0,0.11,0.132,0.282,4.0,50,39.0,2
3175,1702,2626,1000.0,0.05,0.06,0.282,4.0,50,39.0,2
3176,1703,1707,400.0,0.09,0.135,0.667,4.0,40,24.0,1
3177,1703,4597,600.0,0.17,0.227,0.667,4.0,45,27.0,1
3178,1703,1701,600.0,0.11,0.165,0.667,4.0,40,24.0,1
3179,1703,1702,500.0,0.17,0.291,0.667,4.0,35,21.0,1
3180,1704,2625,1000.0,0.09,0.098,0.282,4.0,55,42.9,2
3181,1704,4595,400.0,0.07,0.14,0.667,4.0,30,18.0,1
3182,1704,1694,1000.0,0.05,0.055,0.282,4.0,55,42.9,2
3183,1705,1706,400.0,0.09,0.18,0.667,4.0,30,18.0,1
3184,1705,4595,400.0,0.06,0.12,0.667,4.0,30,18.0,1
3185,1705,4596,600.0,0.04,0.053,0.667,4.0,45,27.0,1
3186,1705,4597,600.0,0.04,0.053,0.667,4.0,45,27.0,1
3187,1706,1707,400.0,0.21,0.28,0.667,4.0,45,27.0,1
3188,1706,2496,400.0,0.13,0.173,0.667,4.0,45,27.0,1
3189,1706,1705,400.0,0.09,0.18,0.667,4.0,30,18.0,1
3190,1707,4659,400.0,0.07,0.093,0.667,4.0,45,27.0,1
3191,1707,1703,400.0,0.09,0.135,0.667,4.0,40,24.0,1
3192,1707,1706,400.0,0.21,0.28,0.667,4.0,45,27.0,1
3193,1708,1709,600.0,0.19,0.38,0.667,4.0,30,18.0,1
3194,1708,1729,400.0,0.14,0.24,0.667,4.0,35,21.0,1
3195,1708,2349,400.0,0.05,0.067,0.667,4.0,45,27.0,1
3196,1709,4539,600.0,0.07,0.105,0.667,4.0,40,24.0,1
3197,1709,1700,600.0,0.08,0.12,0.667,4.0,40,24.0,1
3198,1709,1708,600.0,0.19,0.38,0.667,4.0,30,18.0,1
3199,1709,1033,1800.0,0.06,0.15,0.0,4.0,24,24.0,5
3200,1710,1714,600.0,0.08,0.16,0.667,4.0,30,18.0,1
3201,1710,4058,1200.0,0.1,0.15,0.282,4.0,40,31.2,2
3202,1710,4539,600.0,0.07,0.105,0.667,4.0,40,24.0,1
3203,1710,4540,600.0,0.03,0.045,0.667,4.0,40,24.0,1
3204,1711,2070,800.0,0.05,0.075,0.282,4.0,40,31.2,1
3205,1711,4056,1000.0,0.05,0.06,0.282,4.0,50,39.0,2
3206,1711,4058,1200.0,0.05,0.075,0.282,4.0,40,31.2,2
3207,1711,4059,1000.0,0.07,0.084,0.282,4.0,50,39.0,2
3208,1712,1726,600.0,0.11,0.165,0.667,4.0,40,24.0,1
3209,1712,2337,600.0,0.22,0.293,0.667,4.0,45,27.0,1
3210,1712,2338,500.0,0.11,0.22,0.667,4.0,30,18.0,1
3211,1713,1725,1000.0,0.12,0.144,0.282,4.0,50,39.0,2
3212,1713,3397,1000.0,0.18,0.216,0.282,4.0,50,39.0,2
3213,1713,1712,600.0,0.19,0.456,0.667,4.0,25,15.0,1
3214,1713,498,1800.0,0.17,0.425,0.0,4.0,24,24.0,5
3215,1714,1729,600.0,0.14,0.28,0.667,4.0,30,18.0,2
3216,1714,1710,600.0,0.08,0.16,0.667,4.0,30,18.0,1
3217,1714,493,1800.0,0.07,0.175,0.0,4.0,24,24.0,5
3218,1715,2582,800.0,0.07,0.14,0.282,4.0,30,23.4,2
3219,1715,2583,900.0,0.06,0.12,0.282,4.0,30,23.4,2
3220,1715,2584,900.0,0.08,0.12,0.282,4.0,40,31.2,3
3221,1715,2589,900.0,0.09,0.135,0.282,4.0,40,31.2,3
3222,1716,1827,600.0,0.55,0.66,0.667,4.0,50,30.0,1
3223,1716,3426,600.0,0.19,0.228,0.667,4.0,50,30.0,1
3224,1716,3623,400.0,0.2,0.343,0.667,4.0,35,21.0,1
3225,1716,4150,600.0,0.18,0.309,0.667,4.0,35,21.0,1
3226,1717,2587,900.0,0.22,0.264,0.282,4.0,50,39.0,2
3227,1717,3428,400.0,0.17,0.34,0.667,4.0,30,18.0,1
3228,1717,4294,900.0,0.05,0.067,0.282,4.0,45,35.1,2
3229,1717,4295,600.0,0.07,0.084,0.667,4.0,50,30.0,1
3230,1718,3097,800.0,0.24,0.288,0.282,4.0,50,39.0,2
3231,1718,4662,400.0,0.27,0.36,0.667,4.0,45,27.0,1
3232,1718,4663,400.0,0.15,0.2,0.667,4.0,45,27.0,1
3233,1718,4750,750.0,0.16,0.192,0.282,4.0,50,39.0,2
3234,1719,2065,400.0,0.14,0.187,0.667,4.0,45,27.0,1
3235,1719,2624,750.0,0.15,0.18,0.282,4.0,50,39.0,2
3236,1719,4745,800.0,0.1,0.12,0.282,4.0,50,39.0,2
3237,1720,2320,400.0,0.52,0.78,0.667,4.0,40,24.0,1
3238,1720,4060,800.0,0.2,0.267,0.282,4.0,45,35.1,1
3239,1720,4746,800.0,0.09,0.108,0.282,4.0,50,39.0,1
3240,1721,2621,1000.0,0.05,0.067,0.282,4.0,45,35.1,2
3241,1721,4061,1000.0,0.05,0.055,0.282,4.0,55,42.9,2
3242,1721,4060,800.0,0.07,0.093,0.282,4.0,45,35.1,1
3243,1722,1724,400.0,0.09,0.216,0.667,4.0,25,15.0,1
3244,1722,2588,1000.0,0.21,0.229,0.282,4.0,55,42.9,2
3245,1722,3327,400.0,0.16,0.274,0.667,4.0,35,21.0,1
3246,1722,4065,1000.0,0.23,0.251,0.282,4.0,55,42.9,2
3247,1722,539,1800.0,0.05,0.125,0.0,4.0,24,24.0,5
3248,1723,2334,600.0,0.1,0.171,0.667,4.0,35,21.0,1
3249,1723,2586,600.0,0.21,0.28,0.667,4.0,45,27.0,1
3250,1723,2620,600.0,0.12,0.16,0.667,4.0,45,27.0,1
3251,1723,4598,600.0,0.04,0.08,0.667,4.0,30,18.0,1
3252,1724,2344,400.0,0.13,0.26,0.667,4.0,30,18.0,1
3253,1724,2623,600.0,0.23,0.307,0.667,4.0,45,27.0,1
3254,1724,3788,600.0,0.06,0.08,0.667,4.0,45,27.0,1
3255,1724,1722,400.0,0.09,0.216,0.667,4.0,25,15.0,1
3256,1724,1034,1800.0,0.06,0.15,0.0,4.0,24,24.0,5
3257,1725,1727,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3258,1725,2336,400.0,0.09,0.154,0.667,4.0,35,21.0,1
3259,1725,2588,1000.0,0.18,0.216,0.282,4.0,50,39.0,2
3260,1725,1713,1000.0,0.12,0.144,0.282,4.0,50,39.0,2
3261,1726,2336,400.0,0.15,0.257,0.667,4.0,35,21.0,1
3262,1726,2340,400.0,0.16,0.32,0.667,4.0,30,18.0,1
3263,1726,2623,600.0,0.1,0.15,0.667,4.0,40,24.0,1
3264,1726,1712,600.0,0.11,0.165,0.667,4.0,40,24.0,1
3265,1727,3252,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3266,1727,3326,400.0,0.33,0.566,0.667,4.0,35,21.0,1
3267,1727,1725,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3268,1727,533,1800.0,0.12,0.3,0.0,4.0,24,24.0,5
3269,1728,2316,400.0,0.41,0.615,0.667,4.0,40,24.0,1
3270,1728,532,1800.0,0.16,0.4,0.0,4.0,24,24.0,5
3271,1729,4660,400.0,0.08,0.192,0.667,4.0,25,15.0,1
3272,1729,1708,400.0,0.14,0.24,0.667,4.0,35,21.0,1
3273,1730,2340,400.0,0.11,0.22,0.667,4.0,30,18.0,1
3274,1730,3395,400.0,0.12,0.288,0.667,4.0,25,15.0,1
3275,1730,4661,400.0,0.05,0.12,0.667,4.0,25,15.0,1
3276,1731,2344,400.0,0.09,0.18,0.667,4.0,30,18.0,1
3277,1731,2353,400.0,0.1,0.171,0.667,4.0,35,21.0,1
3278,1731,3253,400.0,0.1,0.171,0.667,4.0,35,21.0,1
3279,1732,2346,600.0,0.1,0.15,0.667,4.0,40,24.0,1
3280,1732,3253,400.0,0.2,0.343,0.667,4.0,35,21.0,1
3281,1732,3642,400.0,0.07,0.12,0.667,4.0,35,21.0,1
3282,1733,1735,400.0,0.1,0.171,0.667,4.0,35,21.0,1
3283,1733,2355,400.0,0.1,0.171,0.667,4.0,35,21.0,1
3284,1733,516,1800.0,0.05,0.125,0.0,4.0,24,24.0,5
3285,1734,4603,1100.0,0.19,0.228,0.282,4.0,50,39.0,2
3286,1734,4605,1100.0,0.06,0.072,0.282,4.0,50,39.0,2
3287,1734,4606,500.0,0.06,0.12,0.667,4.0,30,18.0,1
3288,1735,2351,400.0,0.11,0.165,0.667,4.0,40,24.0,1
3289,1735,4606,500.0,0.06,0.12,0.667,4.0,30,18.0,1
3290,1735,1733,400.0,0.1,0.171,0.667,4.0,35,21.0,1
3291,1736,1738,400.0,0.19,0.285,0.667,4.0,40,24.0,1
3292,1736,4210,1100.0,0.11,0.132,0.282,4.0,50,39.0,2
3293,1736,4604,1100.0,0.17,0.204,0.282,4.0,50,39.0,2
3294,1736,525,1800.0,0.17,0.425,0.0,4.0,24,24.0,5
3295,1737,1738,400.0,0.08,0.12,0.667,4.0,40,24.0,1
3296,1737,1739,400.0,0.3,0.45,0.667,4.0,40,24.0,1
3297,1737,2351,400.0,0.23,0.345,0.667,4.0,40,24.0,1
3298,1737,519,1800.0,0.08,0.2,0.0,4.0,24,24.0,5
3299,1738,3096,600.0,0.12,0.16,0.667,4.0,45,27.0,1
3300,1738,1736,400.0,0.19,0.285,0.667,4.0,40,24.0,1
3301,1738,1737,400.0,0.08,0.12,0.667,4.0,40,24.0,1
3302,1738,520,1800.0,0.08,0.2,0.0,4.0,24,24.0,5
3303,1739,1740,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3304,1739,1745,400.0,0.2,0.3,0.667,4.0,40,24.0,1
3305,1739,1737,400.0,0.3,0.45,0.667,4.0,40,24.0,1
3306,1739,521,1800.0,0.15,0.375,0.0,4.0,24,24.0,5
3307,1740,1741,400.0,0.2,0.3,0.667,4.0,40,24.0,1
3308,1740,1744,600.0,0.2,0.267,0.667,4.0,45,27.0,1
3309,1740,3096,600.0,0.17,0.227,0.667,4.0,45,27.0,1
3310,1740,1739,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3311,1740,522,1800.0,0.14,0.35,0.0,4.0,24,24.0,5
3312,1741,1746,1100.0,0.21,0.252,0.282,4.0,50,39.0,2
3313,1741,4212,1100.0,0.05,0.06,0.282,4.0,50,39.0,2
3314,1741,1740,400.0,0.2,0.3,0.667,4.0,40,24.0,1
3315,1741,526,1800.0,0.16,0.4,0.0,4.0,24,24.0,5
3316,1742,4211,1100.0,0.05,0.06,0.282,4.0,50,39.0,2
3317,1742,4212,1100.0,0.05,0.06,0.282,4.0,50,39.0,2
3318,1742,4213,600.0,0.05,0.067,0.667,4.0,45,27.0,1
3319,1743,1792,700.0,0.17,0.227,0.667,4.0,45,27.0,1
3320,1743,4213,600.0,0.38,0.507,0.667,4.0,45,27.0,1
3321,1744,1745,400.0,0.15,0.225,0.667,4.0,40,24.0,1
3322,1744,3786,600.0,0.1,0.133,0.667,4.0,45,27.0,1
3323,1744,4541,400.0,0.09,0.135,0.667,4.0,40,24.0,1
3324,1744,1740,600.0,0.2,0.3,0.667,4.0,40,24.0,1
3325,1745,1747,400.0,0.27,0.405,0.667,4.0,40,24.0,1
3326,1745,1739,400.0,0.2,0.3,0.667,4.0,40,24.0,1
3327,1745,1744,400.0,0.15,0.225,0.667,4.0,40,24.0,1
3328,1745,685,1800.0,0.07,0.175,0.0,4.0,24,24.0,5
3329,1746,3790,900.0,0.1,0.12,0.282,4.0,50,39.0,3
3330,1746,4541,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3331,1746,1741,1100.0,0.21,0.252,0.282,4.0,50,39.0,2
3332,1747,1752,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3333,1747,3254,400.0,0.21,0.315,0.667,4.0,40,24.0,1
3334,1747,1745,400.0,0.27,0.405,0.667,4.0,40,24.0,1
3335,1748,1749,400.0,0.22,0.33,0.667,4.0,40,24.0,1
3336,1748,1752,400.0,0.19,0.285,0.667,4.0,40,24.0,1
3337,1748,2350,600.0,0.1,0.133,0.667,4.0,45,27.0,1
3338,1748,3786,600.0,0.18,0.27,0.667,4.0,40,24.0,1
3339,1749,3256,900.0,0.21,0.252,0.282,4.0,50,39.0,3
3340,1749,3790,900.0,0.24,0.288,0.282,4.0,50,39.0,3
3341,1749,1748,400.0,0.22,0.33,0.667,4.0,40,24.0,1
3342,1749,686,1800.0,0.08,0.2,0.0,4.0,24,24.0,5
3343,1750,2347,900.0,0.15,0.15,0.282,4.0,60,46.8,3
3344,1750,4221,900.0,0.08,0.08,0.282,4.0,60,46.8,3
3345,1750,4607,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3346,1751,3257,600.0,0.3,0.4,0.667,4.0,45,27.0,1
3347,1751,4560,400.0,0.12,0.18,0.667,4.0,40,24.0,1
3348,1751,4607,400.0,0.04,0.06,0.667,4.0,40,24.0,1
3349,1751,4608,600.0,0.04,0.053,0.667,4.0,45,27.0,1
3350,1752,3255,400.0,0.21,0.315,0.667,4.0,40,24.0,1
3351,1752,1747,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3352,1752,1748,400.0,0.19,0.285,0.667,4.0,40,24.0,1
3353,1752,687,1800.0,0.05,0.125,0.0,4.0,24,24.0,5
3354,1753,1754,400.0,0.08,0.12,0.667,4.0,40,24.0,1
3355,1753,1755,500.0,0.1,0.15,0.667,4.0,40,24.0,1
3356,1753,3255,400.0,0.28,0.42,0.667,4.0,40,24.0,1
3357,1753,4560,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3358,1754,3254,400.0,0.28,0.42,0.667,4.0,40,24.0,1
3359,1754,1753,400.0,0.08,0.12,0.667,4.0,40,24.0,1
3360,1755,1756,400.0,0.26,0.39,0.667,4.0,40,24.0,1
3361,1755,1760,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3362,1755,1753,500.0,0.1,0.15,0.667,4.0,40,24.0,1
3363,1755,692,1800.0,0.07,0.175,0.0,4.0,24,24.0,5
3364,1756,1758,600.0,0.11,0.147,0.667,4.0,45,27.0,1
3365,1756,4608,600.0,0.07,0.093,0.667,4.0,45,27.0,1
3366,1756,1755,400.0,0.26,0.39,0.667,4.0,40,24.0,1
3367,1756,694,1800.0,0.07,0.175,0.0,4.0,24,24.0,5
3368,1756,1038,1800.0,0.07,0.175,0.0,4.0,24,24.0,5
3369,1757,4217,700.0,0.05,0.067,0.667,4.0,45,27.0,2
3370,1757,4218,900.0,0.05,0.05,0.282,4.0,60,46.8,3
3371,1757,4219,800.0,0.05,0.075,0.282,4.0,40,31.2,2
3372,1757,4220,900.0,0.05,0.05,0.282,4.0,60,46.8,3
3373,1758,1759,600.0,0.12,0.16,0.667,4.0,45,27.0,1
3374,1758,3624,800.0,0.05,0.075,0.282,4.0,40,31.2,1
3375,1758,1756,600.0,0.11,0.147,0.667,4.0,45,27.0,1
3376,1758,699,1800.0,0.15,0.375,0.0,4.0,24,24.0,5
3377,1759,1761,400.0,0.27,0.405,0.667,4.0,40,24.0,1
3378,1759,2025,600.0,0.09,0.12,0.667,4.0,45,27.0,1
3379,1759,1758,600.0,0.12,0.18,0.667,4.0,40,24.0,1
3380,1759,695,1800.0,0.05,0.125,0.0,4.0,24,24.0,5
3381,1760,1761,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3382,1760,1755,400.0,0.1,0.15,0.667,4.0,40,24.0,1
3383,1760,699,1800.0,0.14,0.35,0.0,4.0,24,24.0,5
3384,1761,1762,400.0,0.41,0.615,0.667,4.0,40,24.0,1
3385,1761,1759,400.0,0.27,0.405,0.667,4.0,40,24.0,1
3386,1761,1760,400.0,0.13,0.195,0.667,4.0,40,24.0,1
3387,1762,1763,400.0,0.25,0.375,0.667,4.0,40,24.0,1
3388,1762,3634,400.0,0.48,0.823,0.667,4.0,35,21.0,1
3389,1762,1761,400.0,0.41,0.615,0.667,4.0,40,24.0,1
3390,1762,698,1800.0,0.08,0.2,0.0,4.0,24,24.0,5
3391,1763,3631,600.0,0.16,0.213,0.667,4.0,45,27.0,1
3392,1763,4026,800.0,0.05,0.075,0.282,4.0,40,31.2,1
3393,1763,1762,400.0,0.25,0.375,0.667,4.0,40,24.0,1
3394,1763,696,1800.0,0.14,0.35,0.0,4.0,24,24.0,5
3395,1763,697,1800.0,0.12,0.3,0.0,4.0,24,24.0,5
3396,1764,3914,900.0,0.07,0.076,0.282,4.0,55,42.9,3
3397,1764,3913,900.0,0.06,0.08,0.282,4.0,45,35.1,2
3398,1764,4026,1200.0,0.06,0.09,0.282,4.0,40,31.2,2
3399,1764,4352,1000.0,0.08,0.08,0.282,4.0,60,46.8,2
3400,1765,1768,600.0,0.44,0.528,0.667,4.0,50,30.0,1
3401,1765,2359,1000.0,0.05,0.05,0.282,4.0,60,46.8,2
3402,1765,4796,1000.0,0.08,0.08,0.282,4.0,60,46.8,2
3403,1766,1767,400.0,0.3,0.45,0.667,4.0,40,24.0,1
3404,1766,1771,1000.0,0.34,0.34,0.282,4.0,60,46.8,2
